Crop,Land_Area_ha,Soil_Fertility,Growth_Stage,Region,Urea_kg
Mustard,1.0,High,Initial,Central,20.58
Sugarcane,0.71,Medium,Mid,Central,60.71
Maize,0.81,Low,Mid,West,41.92
Maize,0.43,High,Mid,Central,17.42
Wheat,1.72,Medium,Mid,West,90.92
Wheat,0.24,High,Late,North,4.64
Mustard,0.61,High,Initial,West,10.19
Sugarcane,0.97,Low,Mid,West,81.79
Pulses,2.48,Low,Mid,North,54.58
Pulses,0.68,Medium,Initial,South,9.97
Sugarcane,1.35,Medium,Mid,North,123.89
Wheat,0.94,Medium,Late,West,24.76
Mustard,1.94,Medium,Initial,East,44.07
Mustard,1.3,Medium,Initial,West,28.61
Wheat,1.79,Low,Mid,North,103.25
Pulses,0.68,Medium,Mid,West,11.69
Rice,0.49,Medium,Mid,North,29.05
Rice,1.29,Medium,Mid,Central,80.84
Wheat,0.71,Low,Late,South,17.55
Rice,1.02,Medium,Initial,South,52.9
Cotton,1.25,Low,Initial,North,40.95
Sugarcane,2.39,Medium,Initial,South,132.58
Sugarcane,1.73,Medium,Mid,East,150.74
Wheat,0.62,Low,Mid,East,42.16
Maize,0.45,Medium,Late,South,9.46
Pulses,3.3,Medium,Mid,North,64.64
Wheat,0.33,Low,Mid,East,22.59
Rice,0.73,Low,Initial,South,47.87
Pulses,1.57,High,Mid,West,25.02
Maize,3.15,Medium,Initial,East,144.78
Rice,0.88,High,Late,Central,21.18
Mustard,1.02,Medium,Mid,East,37.33
Cotton,0.54,Medium,Initial,South,19.11
Rice,1.09,Medium,Mid,South,66.5
Cotton,0.45,Medium,Initial,South,12.85
Pulses,0.59,Medium,Mid,North,10.1
Cotton,1.71,Medium,Initial,North,56.0
Pulses,0.74,Medium,Mid,West,11.41
Pulses,1.9,Low,Mid,West,36.43
Pulses,0.9,Low,Mid,East,21.23
Pulses,0.38,Medium,Mid,South,7.22
Pulses,2.27,Medium,Initial,West,23.53
Rice,0.4,Medium,Mid,South,21.31
Pulses,0.66,High,Mid,East,12.45
Rice,0.87,Medium,Mid,North,61.24
Pulses,2.02,Low,Late,West,16.99
Cotton,0.69,Medium,Initial,Central,18.73
Mustard,0.52,High,Mid,Central,12.37
Pulses,1.12,Low,Mid,Central,24.62
Maize,0.86,Medium,Mid,Central,51.55
Pulses,0.72,Medium,Mid,Central,15.61
Pulses,1.16,Low,Initial,Central,15.94
Cotton,0.43,Medium,Mid,Central,17.09
Sugarcane,0.3,Low,Initial,West,19.25
Cotton,4.47,High,Mid,Central,157.5
Maize,1.08,Medium,Mid,Central,46.62
Sugarcane,1.13,Medium,Initial,East,68.63
Wheat,0.58,Medium,Mid,West,27.67
Wheat,1.87,Medium,Initial,East,84.51
Maize,0.69,Medium,Mid,South,31.67
Cotton,0.2,Low,Mid,Central,9.06
Rice,0.67,Medium,Mid,North,44.52
Maize,0.82,Low,Late,Central,24.43
Mustard,0.89,Medium,Mid,Central,34.22
Sugarcane,0.87,Low,Initial,East,67.22
Sugarcane,0.64,Medium,Late,South,22.26
Pulses,0.6,Low,Initial,East,11.06
Wheat,0.81,High,Mid,West,40.36
Sugarcane,0.32,Medium,Late,South,12.13
Maize,0.25,Medium,Mid,South,10.38
Sugarcane,1.07,High,Initial,South,63.0
Maize,1.08,Medium,Initial,East,44.08
Rice,1.85,High,Initial,Central,70.9
Pulses,0.84,Low,Mid,Central,16.31
Wheat,0.43,Medium,Initial,Central,19.47
Sugarcane,0.26,Medium,Mid,Central,15.76
Maize,0.54,High,Mid,Central,22.5
Cotton,1.34,Medium,Late,West,21.93
Wheat,2.74,High,Late,North,51.72
Rice,1.04,Medium,Late,South,27.2
Maize,0.43,High,Initial,North,11.92
Mustard,0.54,Medium,Mid,West,18.24
Mustard,0.55,Low,Initial,Central,12.37
Pulses,0.75,High,Initial,West,8.83
Pulses,2.19,High,Mid,West,29.77
Rice,2.31,Medium,Late,North,77.66
Rice,0.89,Low,Initial,South,49.06
Pulses,1.14,Low,Initial,East,14.7
Sugarcane,0.57,Medium,Initial,East,38.78
Sugarcane,0.3,Low,Mid,South,24.57
Maize,3.5,Medium,Late,Central,85.35
Cotton,0.2,Medium,Initial,West,6.49
Maize,0.28,Medium,Mid,Central,15.87
Cotton,3.52,Low,Late,West,71.93
Rice,1.01,Medium,Initial,East,54.71
Wheat,0.45,Medium,Mid,South,24.17
Maize,1.61,Medium,Initial,North,58.43
Maize,1.72,Medium,Mid,North,94.1
Cotton,0.39,Medium,Mid,South,13.69
Rice,0.69,Medium,Mid,East,44.09
Rice,1.85,High,Initial,West,70.36
Mustard,0.56,Medium,Initial,North,14.99
Cotton,1.22,High,Initial,East,30.12
Rice,2.71,Medium,Mid,South,160.54
Pulses,0.2,High,Late,Central,1.38
Sugarcane,0.79,Low,Late,East,38.2
Mustard,1.2,Medium,Initial,East,28.41
Pulses,0.29,Medium,Late,Central,2.21
Wheat,0.69,Medium,Initial,East,25.58
Maize,2.08,Medium,Mid,North,92.73
Mustard,0.61,Medium,Mid,North,20.03
Wheat,0.35,Medium,Initial,North,14.91
Maize,2.21,Medium,Initial,East,87.08
Sugarcane,1.36,Medium,Initial,East,102.99
Rice,0.95,High,Mid,East,43.35
Pulses,0.93,Medium,Mid,South,20.28
Cotton,2.05,Medium,Mid,Central,93.92
Pulses,1.23,Medium,Late,East,9.7
Sugarcane,1.57,High,Mid,Central,113.54
Wheat,0.62,Medium,Mid,West,30.05
Cotton,0.26,Medium,Mid,North,10.92
Rice,1.55,Low,Initial,South,103.69
Sugarcane,2.16,Medium,Initial,Central,128.63
Cotton,0.85,Medium,Mid,North,33.81
Sugarcane,1.86,Medium,Mid,South,136.59
Sugarcane,0.79,High,Late,North,22.76
Rice,0.94,Medium,Initial,East,45.02
Mustard,3.41,Medium,Initial,East,75.88
Maize,0.82,Medium,Initial,North,30.57
Cotton,0.78,Medium,Initial,South,24.28
Rice,0.27,Medium,Mid,North,16.33
Sugarcane,1.62,Medium,Late,West,43.59
Rice,0.61,Medium,Mid,South,36.98
Mustard,1.11,Low,Mid,South,39.17
Maize,0.8,Medium,Mid,North,47.24
Pulses,0.73,Medium,Initial,Central,10.38
Cotton,0.92,Medium,Late,North,18.13
Maize,0.97,Medium,Mid,Central,46.52
Wheat,2.28,Low,Initial,South,121.82
Cotton,2.9,Low,Mid,East,124.69
Maize,1.58,Medium,Mid,East,83.64
Sugarcane,2.44,Medium,Initial,North,166.32
Cotton,1.82,Medium,Initial,Central,61.86
Cotton,1.41,Medium,Mid,North,69.65
Rice,2.77,High,Initial,West,105.34
Sugarcane,0.4,Medium,Initial,North,28.77
Wheat,0.62,Low,Mid,North,42.9
Pulses,0.56,Medium,Mid,North,10.18
Mustard,0.81,Low,Mid,North,34.73
Maize,1.62,High,Late,Central,30.08
Rice,0.46,Low,Mid,Central,33.6
Maize,1.42,Medium,Mid,Central,71.05
Wheat,0.66,Low,Late,West,15.49
Wheat,0.78,High,Mid,West,37.58
Cotton,1.15,Medium,Initial,North,38.44
Mustard,3.24,High,Initial,Central,67.52
Wheat,0.61,Low,Mid,West,43.03
Maize,0.95,Low,Mid,East,52.5
Sugarcane,0.47,Low,Late,North,16.1
Sugarcane,0.6,High,Mid,South,48.45
Cotton,0.47,High,Late,Central,7.95
Pulses,1.19,Low,Initial,North,20.31
Maize,1.35,Low,Mid,North,74.06
Maize,1.62,Medium,Late,South,36.07
Wheat,0.59,Low,Initial,East,25.41
Mustard,1.43,Low,Initial,West,38.12
Maize,1.08,Low,Mid,West,54.37
Rice,0.96,Low,Mid,South,69.97
Pulses,0.42,Medium,Initial,South,6.29
Wheat,1.11,Low,Mid,West,60.03
Rice,1.14,Medium,Initial,East,61.01
Cotton,1.07,High,Mid,East,38.46
Sugarcane,1.32,Medium,Late,North,50.89
Cotton,1.63,Medium,Initial,South,48.98
Sugarcane,0.46,Low,Initial,South,35.24
Cotton,0.86,Medium,Mid,South,31.73
Maize,1.43,Medium,Mid,West,57.3
Rice,0.83,Medium,Initial,West,33.66
Sugarcane,1.96,Low,Mid,West,167.97
Wheat,1.07,High,Late,East,18.59
Rice,0.25,Low,Initial,West,16.07
Wheat,1.8,Medium,Initial,North,74.96
Rice,0.92,High,Mid,West,52.25
Rice,0.29,Medium,Mid,East,20.08
Cotton,0.84,Medium,Initial,South,25.89
Sugarcane,0.41,High,Mid,North,38.35
Sugarcane,1.69,Medium,Late,East,80.42
Mustard,0.98,Low,Initial,Central,31.61
Rice,0.52,High,Mid,South,25.0
Maize,1.76,Medium,Initial,West,75.32
Maize,1.38,High,Mid,East,48.81
Wheat,0.85,Low,Mid,Central,60.61
Wheat,0.42,Medium,Mid,East,17.14
Cotton,0.55,Medium,Mid,West,21.09
Rice,0.55,High,Initial,East,26.13
Wheat,1.69,Medium,Mid,Central,95.51
Wheat,0.31,Low,Mid,East,16.64
Pulses,0.97,Medium,Initial,North,13.78
Rice,0.84,Low,Late,North,28.07
Cotton,2.06,High,Initial,West,54.72
Wheat,1.18,High,Mid,Central,52.34
Cotton,1.45,Medium,Mid,Central,64.58
Sugarcane,0.69,High,Mid,Central,53.65
Cotton,0.42,Low,Initial,Central,15.22
Maize,0.8,Medium,Initial,Central,35.67
Maize,1.72,Medium,Initial,South,63.99
Cotton,1.72,Medium,Mid,East,67.58
Maize,0.74,Low,Mid,Central,48.3
Sugarcane,0.55,High,Mid,North,42.67
Rice,0.48,Low,Late,East,14.7
Maize,0.91,Medium,Late,West,17.91
Maize,1.1,Low,Mid,West,71.48
Cotton,2.8,High,Mid,Central,96.51
Sugarcane,1.09,Low,Initial,South,77.43
Mustard,1.54,Medium,Late,South,20.55
Mustard,0.58,Medium,Late,East,9.36
Mustard,1.03,Medium,Initial,South,30.02
Mustard,1.1,Medium,Mid,West,33.94
Rice,0.91,Medium,Late,Central,31.83
Cotton,0.98,Medium,Initial,North,29.3
Cotton,1.09,High,Mid,West,35.45
Pulses,1.4,Low,Initial,West,23.34
Sugarcane,2.27,Medium,Mid,East,171.98
Mustard,0.2,Medium,Initial,South,5.24
Rice,2.18,Low,Initial,North,116.51
Sugarcane,0.3,Low,Initial,North,18.5
Mustard,1.24,High,Late,South,11.95
Rice,5.2,High,Mid,Central,272.21
Sugarcane,0.97,Medium,Mid,South,80.27
Cotton,1.13,Medium,Mid,Central,40.08
Cotton,0.8,Medium,Initial,North,25.8
Wheat,1.6,Medium,Late,East,39.76
Maize,1.29,Low,Late,West,31.09
Mustard,0.62,High,Mid,North,15.14
Pulses,0.92,Low,Mid,North,19.57
Sugarcane,0.46,High,Mid,North,31.02
Pulses,0.92,Medium,Initial,West,13.72
Wheat,0.75,High,Initial,Central,23.41
Maize,1.1,Low,Mid,East,64.62
Sugarcane,0.61,High,Late,East,16.57
Rice,0.86,Medium,Initial,East,41.99
Mustard,1.01,Medium,Mid,Central,28.51
Maize,1.06,High,Initial,South,30.77
Cotton,1.21,Low,Initial,South,43.0
Wheat,0.89,Medium,Mid,East,46.0
Maize,0.58,Medium,Initial,North,25.45
Mustard,1.06,Medium,Late,North,16.58
Maize,0.88,Medium,Mid,West,45.77
Mustard,2.05,Medium,Initial,South,53.05
Cotton,2.24,Medium,Mid,North,91.81
Sugarcane,0.38,Medium,Mid,East,35.75
Rice,1.54,Medium,Initial,West,71.06
Cotton,1.77,Low,Mid,South,98.05
Rice,0.39,High,Mid,West,18.34
Sugarcane,1.5,High,Initial,North,71.27
Maize,1.87,Medium,Late,East,36.15
Rice,0.51,Medium,Initial,East,22.57
Wheat,0.85,Medium,Initial,East,30.39
Wheat,1.14,Medium,Mid,North,62.84
Mustard,1.49,Medium,Initial,Central,40.04
Cotton,0.5,Low,Mid,East,23.86
Sugarcane,2.25,Medium,Mid,Central,158.41
Mustard,0.24,Medium,Initial,East,5.75
Cotton,2.53,Low,Late,Central,57.25
Cotton,1.47,Medium,Mid,South,56.35
Mustard,0.65,Medium,Mid,South,18.38
Pulses,1.83,Medium,Mid,East,28.53
Cotton,0.48,Medium,Initial,West,14.05
Pulses,1.08,High,Mid,West,14.95
Wheat,1.18,Medium,Late,North,28.12
Wheat,1.18,Medium,Initial,South,50.87
Cotton,0.56,Low,Mid,South,24.64
Wheat,0.71,Low,Mid,West,43.35
Sugarcane,1.09,Medium,Initial,East,73.54
Pulses,0.6,Medium,Mid,North,9.49
Pulses,1.21,High,Initial,South,16.76
Cotton,0.65,Medium,Initial,North,18.97
Wheat,2.01,Medium,Initial,South,87.17
Rice,2.99,Medium,Mid,Central,168.41
Mustard,0.81,Medium,Initial,Central,20.31
Mustard,1.9,High,Late,North,23.0
Pulses,0.86,Medium,Mid,West,17.55
Cotton,0.52,Low,Initial,West,17.82
Cotton,0.74,Medium,Mid,South,33.29
Sugarcane,1.06,Medium,Mid,Central,89.38
Maize,0.29,Medium,Initial,Central,13.19
Maize,1.55,Low,Initial,North,56.39
Pulses,1.06,Medium,Initial,North,15.59
Mustard,2.01,Low,Initial,West,40.34
Sugarcane,1.53,High,Late,West,45.17
Sugarcane,1.09,Medium,Mid,West,94.18
Sugarcane,0.78,Medium,Late,East,32.76
Pulses,2.9,Medium,Mid,Central,56.69
Maize,4.57,Low,Initial,Central,198.3
Mustard,0.79,Low,Late,North,13.39
Sugarcane,2.07,High,Initial,Central,140.42
Mustard,0.61,Low,Initial,North,17.31
Wheat,0.66,Low,Mid,East,46.01
Cotton,0.76,High,Initial,West,18.97
Cotton,1.61,Medium,Initial,East,57.44
Mustard,0.47,High,Mid,West,13.35
Rice,2.96,Low,Late,West,86.79
Rice,1.93,Medium,Initial,North,101.82
Pulses,1.59,Medium,Initial,West,23.36
Pulses,0.81,High,Mid,East,13.64
Cotton,1.79,Low,Mid,South,81.24
Wheat,0.2,Medium,Initial,North,9.43
Maize,1.36,High,Late,West,22.39
Maize,1.12,Medium,Mid,West,53.76
Pulses,0.27,Medium,Mid,Central,4.91
Wheat,1.33,Low,Late,North,40.98
Pulses,1.51,Low,Late,North,12.57
Maize,0.27,Medium,Initial,East,10.99
Mustard,0.44,Medium,Initial,South,9.95
Pulses,4.24,High,Mid,East,66.93
Sugarcane,0.88,Medium,Late,East,33.49
Mustard,1.98,Medium,Mid,East,55.48
Pulses,2.2,High,Mid,South,37.17
Cotton,1.32,Low,Mid,East,65.27
Pulses,2.04,Medium,Initial,North,26.08
Cotton,0.23,Medium,Late,South,3.88
Wheat,0.85,Low,Mid,West,58.92
Maize,0.2,High,Late,Central,3.93
Mustard,0.29,Medium,Mid,Central,8.47
Mustard,0.68,Medium,Late,North,8.8
Rice,0.63,Medium,Initial,Central,33.0
Rice,1.03,Medium,Mid,Central,70.38
Maize,0.99,Low,Late,Central,26.1
Rice,1.1,Medium,Mid,West,65.15
Mustard,1.13,Medium,Mid,Central,38.86
Pulses,1.26,High,Initial,East,14.85
Wheat,0.51,Low,Mid,North,29.02
Wheat,0.6,Low,Late,North,19.25
Maize,0.97,Medium,Initial,North,39.35
Rice,0.99,High,Mid,West,47.16
Pulses,0.47,Medium,Mid,West,8.3
Wheat,2.13,Medium,Initial,Central,90.69
Wheat,1.66,High,Initial,East,58.36
Sugarcane,0.55,High,Mid,Central,38.98
Sugarcane,0.86,Medium,Initial,North,49.39
Mustard,4.08,Medium,Late,East,63.39
Wheat,1.12,Low,Mid,North,69.44
Maize,1.32,High,Mid,East,47.5
Cotton,0.65,Medium,Initial,South,19.7
Cotton,0.8,High,Mid,West,25.17
Pulses,2.88,Low,Mid,West,40.54
Wheat,1.08,Medium,Initial,North,44.76
Wheat,0.95,Medium,Mid,North,56.71
Mustard,1.01,Medium,Late,South,13.64
Wheat,5.94,Low,Initial,Central,310.31
Maize,1.03,Medium,Mid,East,51.96
Sugarcane,0.56,High,Late,South,16.01
Wheat,0.63,Medium,Initial,South,24.11
Wheat,1.73,Low,Late,North,41.56
Mustard,0.37,Medium,Mid,North,12.66
Rice,1.37,Medium,Initial,Central,72.8
Mustard,0.6,Low,Initial,Central,16.67
Mustard,0.27,Medium,Initial,North,5.32
Maize,0.5,High,Initial,West,16.74
Pulses,1.02,Medium,Initial,Central,13.11
Wheat,2.66,Medium,Initial,South,110.87
Mustard,1.9,Medium,Initial,North,39.28
Mustard,0.81,Medium,Mid,East,26.4
Rice,1.97,Low,Late,East,64.01
Mustard,0.78,High,Late,West,6.83
Cotton,0.36,High,Mid,North,14.33
Pulses,1.01,Medium,Late,South,7.7
Wheat,0.35,Medium,Initial,West,13.83
Wheat,1.74,High,Initial,South,64.14
Rice,1.76,Medium,Initial,East,87.41
Maize,0.54,Medium,Mid,South,27.15
Wheat,1.11,Low,Late,East,27.61
Cotton,1.1,Medium,Mid,Central,44.35
Wheat,1.84,High,Mid,East,69.74
Cotton,0.42,Low,Mid,East,19.4
Pulses,1.52,Low,Initial,West,27.19
Pulses,0.4,Medium,Mid,West,5.9
Sugarcane,1.72,High,Mid,North,114.46
Sugarcane,2.1,Medium,Initial,North,104.4
Cotton,0.63,Medium,Initial,East,20.12
Maize,2.35,Medium,Mid,Central,122.84
Wheat,0.33,Medium,Mid,North,18.63
Mustard,2.16,Low,Initial,East,58.32
Wheat,2.74,Low,Mid,West,129.53
Sugarcane,1.27,Medium,Late,North,40.17
Mustard,0.87,Medium,Mid,North,30.92
Cotton,1.24,High,Initial,East,36.97
Mustard,0.66,Medium,Mid,East,20.86
Wheat,6.28,Low,Mid,South,388.34
Wheat,0.66,Medium,Initial,South,24.49
Maize,2.51,Medium,Initial,Central,110.41
Rice,0.6,Low,Mid,North,40.02
Mustard,3.06,High,Mid,South,83.75
Sugarcane,4.09,High,Initial,East,193.75
Sugarcane,1.31,Low,Mid,North,119.87
Rice,1.22,Medium,Late,South,37.72
Wheat,0.51,Low,Late,Central,12.92
Maize,0.47,Medium,Mid,Central,25.31
Maize,1.23,Medium,Mid,Central,54.93
Sugarcane,2.78,Medium,Late,Central,91.81
Maize,0.68,High,Late,East,12.98
Pulses,4.69,Low,Late,Central,47.82
Rice,0.65,Medium,Initial,West,30.08
Wheat,1.17,High,Initial,Central,44.96
Pulses,1.18,Medium,Late,South,10.28
Rice,0.93,Low,Late,North,27.68
Cotton,0.24,Low,Mid,South,9.25
Mustard,0.65,Medium,Late,North,8.75
Sugarcane,1.15,High,Mid,East,91.04
Maize,0.94,High,Mid,North,36.14
Cotton,1.56,High,Mid,West,57.42
Maize,1.7,High,Mid,Central,70.29
Pulses,0.85,Medium,Mid,South,17.53
Wheat,0.51,High,Late,North,12.74
Wheat,2.96,High,Mid,South,146.68
Wheat,0.39,Medium,Late,Central,7.84
Maize,0.66,Medium,Late,East,11.24
Cotton,0.55,Medium,Initial,Central,17.66
Wheat,1.69,Low,Initial,East,90.61
Cotton,2.51,Low,Mid,South,120.5
Maize,0.89,High,Initial,East,27.42
Pulses,1.17,High,Mid,East,15.61
Cotton,1.35,Low,Initial,East,54.52
Pulses,3.54,Medium,Mid,East,76.97
Maize,0.29,High,Initial,East,9.0
Maize,1.68,Medium,Initial,North,70.17
Sugarcane,1.3,Medium,Initial,East,105.41
Maize,0.77,Medium,Late,East,16.98
Maize,1.26,High,Mid,Central,52.49
Rice,1.68,High,Late,Central,42.64
Wheat,1.5,Medium,Late,Central,35.42
Sugarcane,4.53,Low,Late,East,216.96
Mustard,1.09,High,Mid,Central,28.37
Sugarcane,1.02,Low,Mid,North,94.63
Sugarcane,0.88,Medium,Initial,South,46.54
Mustard,1.47,Low,Initial,Central,40.92
Rice,0.98,Medium,Late,Central,24.87
Pulses,1.01,Medium,Initial,North,14.62
Maize,1.01,Low,Late,West,20.71
Wheat,0.91,High,Mid,West,44.49
Cotton,0.65,Low,Mid,North,27.77
Mustard,1.34,High,Initial,Central,33.21
Pulses,0.82,High,Mid,South,13.97
Mustard,1.54,Medium,Mid,Central,51.51
Maize,1.08,Medium,Mid,North,45.26
Rice,0.76,Medium,Mid,North,45.05
Mustard,2.99,High,Initial,East,57.83
Maize,0.93,Medium,Initial,North,33.08
Maize,1.55,Medium,Initial,East,70.31
Rice,0.61,Medium,Initial,North,29.56
Sugarcane,0.24,Medium,Initial,East,14.54
Sugarcane,0.67,High,Initial,East,33.98
Wheat,0.22,Low,Mid,Central,13.3
Wheat,0.85,Medium,Mid,East,49.15
Sugarcane,2.8,Medium,Initial,West,143.04
Pulses,0.53,High,Mid,North,8.2
Cotton,0.23,Low,Mid,South,10.89
Maize,2.86,Medium,Mid,North,116.93
Cotton,0.72,Low,Mid,Central,28.95
Maize,0.99,Medium,Mid,Central,49.21
Sugarcane,1.74,High,Initial,East,108.51
Wheat,1.44,High,Mid,Central,74.9
Pulses,1.69,High,Initial,Central,19.09
Wheat,1.88,Medium,Mid,North,115.71
Cotton,0.29,High,Late,West,4.23
Wheat,0.37,Medium,Mid,West,18.82
Sugarcane,2.27,High,Mid,East,160.92
Pulses,0.58,Medium,Late,Central,5.07
Cotton,0.62,Medium,Initial,Central,18.66
Pulses,0.41,Low,Late,West,3.54
Maize,0.75,Medium,Initial,East,25.89
Wheat,0.78,Low,Late,Central,22.6
Pulses,0.52,High,Initial,East,6.89
Rice,0.48,Medium,Initial,North,25.78
Wheat,1.25,High,Mid,Central,50.03
Maize,0.57,Low,Late,Central,13.96
Pulses,0.65,Low,Initial,Central,11.96
Cotton,0.22,High,Mid,West,7.4
Maize,3.88,Medium,Mid,West,187.1
Rice,1.93,Medium,Initial,Central,95.78
Pulses,0.71,High,Mid,Central,11.52
Mustard,0.53,Medium,Mid,North,17.27
Mustard,1.01,Low,Initial,North,26.76
Sugarcane,0.99,High,Mid,East,75.54
Wheat,0.41,Low,Late,East,10.14
Cotton,0.2,High,Mid,West,7.56
Sugarcane,0.69,Low,Late,South,25.56
Pulses,0.33,Medium,Initial,North,4.94
Mustard,1.13,Low,Initial,East,31.87
Mustard,1.13,Medium,Late,North,15.1
Mustard,0.51,Low,Late,North,9.25
Pulses,0.69,High,Initial,South,8.62
Mustard,3.44,Medium,Mid,North,107.58
Maize,1.72,Low,Late,South,50.1
Pulses,0.73,Medium,Initial,South,10.98
Cotton,4.97,Medium,Initial,North,144.08
Sugarcane,0.43,Low,Mid,North,31.19
Cotton,0.57,Low,Late,East,12.08
Rice,0.93,Medium,Mid,North,66.38
Mustard,0.34,Low,Mid,North,13.16
Rice,3.5,Low,Initial,North,228.37
Wheat,1.14,Medium,Mid,East,58.87
Wheat,0.58,Medium,Initial,South,23.4
Rice,1.37,Medium,Late,East,38.71
Pulses,1.11,Low,Mid,North,23.48
Cotton,0.81,High,Mid,Central,30.25
Rice,0.43,High,Late,North,11.88
Wheat,0.37,Medium,Initial,East,18.56
Rice,4.62,Low,Late,East,177.09
Pulses,0.39,High,Mid,West,6.14
Rice,3.28,Medium,Initial,Central,156.89
Cotton,0.55,Medium,Initial,East,18.19
Sugarcane,1.74,Medium,Late,South,65.35
Pulses,1.39,High,Late,North,9.55
Wheat,1.59,Low,Initial,South,68.52
Cotton,1.67,High,Initial,East,43.48
Rice,0.32,Medium,Late,East,10.05
Rice,0.62,Medium,Initial,South,29.17
Sugarcane,0.38,High,Mid,South,25.96
Wheat,1.14,Low,Mid,West,68.23
Wheat,0.4,Medium,Late,North,8.66
Maize,0.25,Medium,Mid,South,11.91
Wheat,0.85,Medium,Mid,North,43.64
Sugarcane,0.21,Medium,Late,Central,7.21
Mustard,1.2,Medium,Initial,East,26.78
Maize,0.41,Low,Initial,South,17.81
Maize,0.56,Medium,Initial,Central,22.92
Rice,0.2,Medium,Late,East,6.44
Rice,3.17,Medium,Mid,West,166.93
Wheat,0.36,Low,Initial,East,20.54
Maize,0.78,Medium,Mid,South,38.7
Rice,0.29,Low,Mid,Central,18.52
Sugarcane,0.56,Low,Late,Central,22.36
Rice,3.41,Medium,Initial,Central,137.02
Pulses,1.23,Low,Mid,East,21.79
Pulses,0.6,Medium,Mid,North,12.71
Rice,0.98,Medium,Initial,North,44.5
Maize,0.68,High,Late,East,13.58
Mustard,0.94,High,Initial,South,18.92
Mustard,1.68,Medium,Mid,East,54.18
Maize,0.79,High,Mid,North,34.6
Cotton,1.17,Low,Mid,East,43.87
Mustard,1.18,Medium,Initial,Central,33.05
Pulses,0.8,Medium,Late,South,6.18
Sugarcane,0.6,Low,Initial,South,40.28
Maize,0.69,Low,Mid,West,40.02
Wheat,1.63,Low,Mid,East,95.88
Pulses,1.73,Medium,Late,Central,14.26
Sugarcane,0.45,Medium,Mid,East,36.64
Sugarcane,0.83,Medium,Initial,West,54.53
Maize,0.59,Medium,Late,West,12.33
Sugarcane,1.75,Medium,Initial,East,100.91
Maize,0.72,High,Initial,East,24.87
Mustard,4.67,Low,Late,East,74.58
Rice,1.16,High,Mid,North,51.02
Pulses,2.29,Medium,Initial,West,31.68
Cotton,0.49,Medium,Mid,South,18.46
Rice,1.01,Medium,Initial,North,51.11
Pulses,1.54,Medium,Initial,Central,19.9
Maize,0.49,Low,Initial,South,18.51
Pulses,1.01,Medium,Mid,South,20.0
Mustard,2.09,High,Mid,South,59.41
Maize,0.8,Medium,Mid,West,38.15
Rice,0.55,Low,Initial,Central,32.73
Wheat,3.53,Low,Mid,North,237.16
Wheat,0.44,High,Mid,Central,20.39
Pulses,1.12,Low,Mid,North,20.3
Wheat,0.61,Low,Late,West,16.79
Maize,0.52,Medium,Mid,Central,28.55
Sugarcane,1.68,High,Mid,South,120.12
Maize,0.87,Medium,Late,Central,19.36
Sugarcane,1.33,Medium,Mid,West,110.29
Rice,0.21,Medium,Mid,West,12.32
Cotton,1.42,Low,Mid,West,70.96
Sugarcane,0.6,High,Initial,North,36.69
Wheat,0.27,Medium,Mid,Central,12.74
Maize,3.74,Medium,Mid,South,201.72
Rice,1.52,High,Initial,South,76.07
Wheat,1.17,High,Initial,East,44.94
Rice,2.4,Medium,Late,West,71.53
Cotton,1.19,Low,Mid,South,50.77
Mustard,0.57,High,Initial,West,10.97
Maize,0.88,Medium,Initial,South,32.68
Pulses,0.62,High,Mid,Central,9.22
Maize,0.7,High,Initial,East,20.43
Cotton,0.41,Low,Initial,West,14.32
Maize,0.51,High,Mid,North,23.12
Pulses,1.87,Medium,Mid,North,29.3
Sugarcane,1.26,Medium,Initial,South,79.29
Rice,0.7,Low,Initial,Central,40.62
Pulses,0.49,High,Mid,West,7.01
Wheat,0.75,Medium,Initial,East,33.86
Cotton,0.31,Medium,Mid,Central,13.09
Sugarcane,1.09,High,Initial,South,55.21
Wheat,1.94,Medium,Initial,Central,90.95
Wheat,5.24,Medium,Mid,East,304.97
Cotton,0.46,High,Late,Central,8.26
Sugarcane,1.88,Medium,Initial,West,114.28
Mustard,0.61,High,Initial,South,12.04
Wheat,0.45,High,Initial,East,16.18
Wheat,0.45,Medium,Mid,South,26.84
Sugarcane,1.1,Medium,Late,West,37.96
Maize,0.52,Medium,Mid,East,26.09
Wheat,0.65,Medium,Late,East,19.15
Rice,0.73,Medium,Initial,South,30.54
Sugarcane,0.6,High,Late,Central,19.07
Wheat,0.57,Low,Initial,Central,27.45
Cotton,0.2,Low,Initial,North,7.06
Pulses,1.06,Low,Initial,North,15.48
Rice,1.05,Low,Initial,East,56.26
Pulses,0.57,Medium,Mid,South,9.68
Pulses,1.29,Low,Mid,East,28.52
Wheat,2.66,Low,Mid,South,175.6
Rice,1.02,Low,Initial,West,45.68
Rice,2.54,High,Mid,North,119.56
Maize,4.79,High,Initial,East,168.68
Pulses,5.88,Low,Mid,West,125.51
Rice,0.44,Medium,Initial,Central,18.39
Maize,0.44,Medium,Initial,North,18.29
Sugarcane,0.73,Low,Mid,South,66.79
Maize,1.09,Medium,Late,Central,26.13
Cotton,3.04,Low,Mid,Central,130.67
Mustard,1.55,High,Initial,West,26.98
Wheat,0.43,Low,Initial,East,20.56
Sugarcane,0.65,High,Initial,East,34.66
Mustard,0.97,Low,Mid,West,33.03
